id_sensor,nome_sensor,tipo_medicao,timestamp,valor,unidade,estado_operacional
1,DHT22_Temp,temperatura,2025-08-31 12:37:22.412497,26.28,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 12:47:22.412497,30.08,°C,alerta
1,DHT22_Temp,temperatura,2025-08-31 12:57:22.412497,29.32,°C,alerta
1,DHT22_Temp,temperatura,2025-08-31 13:07:22.412497,27.22,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 13:17:22.412497,25.19,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 13:27:22.412497,28.6,°C,alerta
1,DHT22_Temp,temperatura,2025-08-31 13:37:22.412497,26.8,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 13:47:22.412497,37.9,°C,critico
1,DHT22_Temp,temperatura,2025-08-31 13:57:22.412497,28.19,°C,alerta
1,DHT22_Temp,temperatura,2025-08-31 14:07:22.412497,29.03,°C,alerta
1,DHT22_Temp,temperatura,2025-08-31 14:17:22.412497,28.58,°C,alerta
1,DHT22_Temp,temperatura,2025-08-31 14:27:22.412497,26.44,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 14:37:22.412497,27.24,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 14:47:22.412497,19.6,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 14:57:22.412497,26.98,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 15:07:22.412497,19.12,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 15:17:22.412497,28.01,°C,alerta
1,DHT22_Temp,temperatura,2025-08-31 15:27:22.412497,29.46,°C,alerta
1,DHT22_Temp,temperatura,2025-08-31 15:37:22.412497,27.31,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 15:47:22.412497,30.7,°C,alerta
1,DHT22_Temp,temperatura,2025-08-31 15:57:22.412497,29.89,°C,alerta
1,DHT22_Temp,temperatura,2025-08-31 16:07:22.412497,26.52,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 16:17:22.412497,27.16,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 16:27:22.412497,25.83,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 16:37:22.412497,24.0,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 16:47:22.412497,18.5,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 16:57:22.412497,29.17,°C,alerta
1,DHT22_Temp,temperatura,2025-08-31 17:07:22.412497,24.76,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 17:17:22.412497,23.45,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 17:27:22.412497,25.26,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 17:37:22.412497,26.05,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 17:47:22.412497,26.64,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 17:57:22.412497,28.26,°C,alerta
1,DHT22_Temp,temperatura,2025-08-31 18:07:22.412497,35.0,°C,critico
1,DHT22_Temp,temperatura,2025-08-31 18:17:22.412497,24.31,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 18:27:22.412497,25.67,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 18:37:22.412497,26.16,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 18:47:22.412497,20.14,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 18:57:22.412497,23.46,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 19:07:22.412497,16.05,°C,alerta
1,DHT22_Temp,temperatura,2025-08-31 19:17:22.412497,19.76,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 19:27:22.412497,23.58,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 19:37:22.412497,19.71,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 19:47:22.412497,19.89,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 19:57:22.412497,21.11,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 20:07:22.412497,22.55,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 20:17:22.412497,20.73,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 20:27:22.412497,19.82,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 20:37:22.412497,20.69,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 20:47:22.412497,23.13,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 20:57:22.412497,21.76,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 21:07:22.412497,19.49,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 21:17:22.412497,20.16,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 21:27:22.412497,21.07,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 21:37:22.412497,21.43,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 21:47:22.412497,19.98,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 21:57:22.412497,21.34,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 22:07:22.412497,11.76,°C,critico
1,DHT22_Temp,temperatura,2025-08-31 22:17:22.412497,21.44,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 22:27:22.412497,17.86,°C,alerta
1,DHT22_Temp,temperatura,2025-08-31 22:37:22.412497,16.94,°C,alerta
1,DHT22_Temp,temperatura,2025-08-31 22:47:22.412497,18.68,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 22:57:22.412497,22.97,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 23:07:22.412497,21.74,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 23:17:22.412497,20.11,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 23:27:22.412497,22.51,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 23:37:22.412497,17.39,°C,alerta
1,DHT22_Temp,temperatura,2025-08-31 23:47:22.412497,20.51,°C,normal
1,DHT22_Temp,temperatura,2025-08-31 23:57:22.412497,21.8,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 00:07:22.412497,21.26,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 00:17:22.412497,18.03,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 00:27:22.412497,20.29,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 00:37:22.412497,19.06,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 00:47:22.412497,18.88,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 00:57:22.412497,19.49,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 01:07:22.412497,21.99,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 01:17:22.412497,16.87,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 01:27:22.412497,12.6,°C,critico
1,DHT22_Temp,temperatura,2025-09-01 01:37:22.412497,20.56,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 01:47:22.412497,22.89,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 01:57:22.412497,23.92,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 02:07:22.412497,20.98,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 02:17:22.412497,17.81,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 02:27:22.412497,19.47,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 02:37:22.412497,18.63,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 02:47:22.412497,19.84,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 02:57:22.412497,22.96,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 03:07:22.412497,20.48,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 03:17:22.412497,18.65,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 03:27:22.412497,21.74,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 03:37:22.412497,19.81,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 03:47:22.412497,20.08,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 03:57:22.412497,17.29,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 04:07:22.412497,20.89,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 04:17:22.412497,23.37,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 04:27:22.412497,19.21,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 04:37:22.412497,22.44,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 04:47:22.412497,24.69,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 04:57:22.412497,10.98,°C,critico
1,DHT22_Temp,temperatura,2025-09-01 05:07:22.412497,21.46,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 05:17:22.412497,20.83,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 05:27:22.412497,21.28,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 05:37:22.412497,22.59,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 05:47:22.412497,21.32,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 05:57:22.412497,21.99,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 06:07:22.412497,25.97,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 06:17:22.412497,25.19,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 06:27:22.412497,24.28,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 06:37:22.412497,22.27,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 06:47:22.412497,26.37,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 06:57:22.412497,22.35,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 07:07:22.412497,28.03,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 07:17:22.412497,24.65,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 07:27:22.412497,28.29,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 07:37:22.412497,25.89,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 07:47:22.412497,26.31,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 07:57:22.412497,23.86,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 08:07:22.412497,36.5,°C,critico
1,DHT22_Temp,temperatura,2025-09-01 08:17:22.412497,24.55,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 08:27:22.412497,25.67,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 08:37:22.412497,24.7,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 08:47:22.412497,25.45,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 08:57:22.412497,26.82,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 09:07:22.412497,26.95,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 09:17:22.412497,26.79,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 09:27:22.412497,26.33,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 09:37:22.412497,26.26,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 09:47:22.412497,24.85,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 09:57:22.412497,29.17,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 10:07:22.412497,28.46,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 10:17:22.412497,28.06,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 10:27:22.412497,27.41,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 10:37:22.412497,26.16,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 10:47:22.412497,26.46,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 10:57:22.412497,19.6,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 11:07:22.412497,25.76,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 11:17:22.412497,25.56,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 11:27:22.412497,28.21,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 11:37:22.412497,29.91,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 11:47:22.412497,25.94,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 11:57:22.412497,28.5,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 12:07:22.412497,30.47,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 12:17:22.412497,25.72,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 12:27:22.412497,26.3,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 12:37:22.412497,27.98,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 12:47:22.412497,25.54,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 12:57:22.412497,27.69,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 13:07:22.412497,24.48,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 13:17:22.412497,29.09,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 13:27:22.412497,37.9,°C,critico
1,DHT22_Temp,temperatura,2025-09-01 13:37:22.412497,28.12,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 13:47:22.412497,28.69,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 13:57:22.412497,28.21,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 14:07:22.412497,29.0,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 14:17:22.412497,26.46,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 14:27:22.412497,28.02,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 14:37:22.412497,23.49,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 14:47:22.412497,25.31,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 14:57:22.412497,28.79,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 15:07:22.412497,31.3,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 15:17:22.412497,24.7,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 15:27:22.412497,26.22,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 15:37:22.412497,28.26,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 15:47:22.412497,26.04,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 15:57:22.412497,30.77,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 16:07:22.412497,26.75,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 16:17:22.412497,26.63,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 16:27:22.412497,27.23,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 16:37:22.412497,28.87,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 16:47:22.412497,25.61,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 16:57:22.412497,27.38,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 17:07:22.412497,26.59,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 17:17:22.412497,27.33,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 17:27:22.412497,25.37,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 17:37:22.412497,27.2,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 17:47:22.412497,24.76,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 17:57:22.412497,22.43,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 18:07:22.412497,22.63,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 18:17:22.412497,25.02,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 18:27:22.412497,26.34,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 18:37:22.412497,25.14,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 18:47:22.412497,25.25,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 18:57:22.412497,25.85,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 19:07:22.412497,19.72,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 19:17:22.412497,21.09,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 19:27:22.412497,18.27,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 19:37:22.412497,22.11,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 19:47:22.412497,20.27,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 19:57:22.412497,20.62,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 20:07:22.412497,19.37,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 20:17:22.412497,22.9,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 20:27:22.412497,17.36,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 20:37:22.412497,21.42,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 20:47:22.412497,20.57,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 20:57:22.412497,24.15,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 21:07:22.412497,21.2,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 21:17:22.412497,20.88,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 21:27:22.412497,23.9,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 21:37:22.412497,20.33,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 21:47:22.412497,18.82,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 21:57:22.412497,23.32,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 22:07:22.412497,19.2,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 22:17:22.412497,17.37,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 22:27:22.412497,16.77,°C,alerta
1,DHT22_Temp,temperatura,2025-09-01 22:37:22.412497,18.11,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 22:47:22.412497,19.35,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 22:57:22.412497,20.57,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 23:07:22.412497,13.85,°C,critico
1,DHT22_Temp,temperatura,2025-09-01 23:17:22.412497,21.07,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 23:27:22.412497,20.59,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 23:37:22.412497,19.54,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 23:47:22.412497,20.91,°C,normal
1,DHT22_Temp,temperatura,2025-09-01 23:57:22.412497,23.06,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 00:07:22.412497,19.88,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 00:17:22.412497,21.52,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 00:27:22.412497,20.97,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 00:37:22.412497,15.98,°C,alerta
1,DHT22_Temp,temperatura,2025-09-02 00:47:22.412497,18.04,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 00:57:22.412497,23.04,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 01:07:22.412497,21.96,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 01:17:22.412497,17.86,°C,alerta
1,DHT22_Temp,temperatura,2025-09-02 01:27:22.412497,19.81,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 01:37:22.412497,20.69,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 01:47:22.412497,20.46,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 01:57:22.412497,19.65,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 02:07:22.412497,19.29,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 02:17:22.412497,19.78,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 02:27:22.412497,21.21,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 02:37:22.412497,20.06,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 02:47:22.412497,31.09,°C,alerta
1,DHT22_Temp,temperatura,2025-09-02 02:57:22.412497,21.35,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 03:07:22.412497,17.43,°C,alerta
1,DHT22_Temp,temperatura,2025-09-02 03:17:22.412497,20.05,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 03:27:22.412497,20.93,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 03:37:22.412497,19.55,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 03:47:22.412497,23.16,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 03:57:22.412497,19.89,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 04:07:22.412497,18.86,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 04:17:22.412497,18.73,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 04:27:22.412497,23.08,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 04:37:22.412497,21.73,°C,normal
1,DHT22_Temp,temperatura,2025-09-02 04:47:22.412497,19.76,°C,normal
